research_row_id,canonical_category_id,canonical_category_slug,canonical_subcategory_id,canonical_subcategory_slug,mapping_state,risk_level,mandatory_bundles,conditional_bundles,source_ids_json,source_state,legal_state,connector_state,policy_decision,assurance_level,legal_approval_state,product_release_state,production_state,missing_evidence_decision
"US-CA-LOS_ANGELES:appliance:refrigerator","9","appliance","57","refrigerator","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-APPLIANCE|US-CA-LA-BASE","US-CA-C10|US-CA-C20-C38|US-CA-C36|US-CA-CONTRACTOR-CLASS|US-EPA-608","G-NIST-IAL,G-W3C-VC,US-BHGS-REPAIR,US-BPC-7048,US-CSLB-CLASS,US-CSLB-TRIGGER,US-CSLB-VERIFY,US-EPA-608,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:towing:vehicle-transport","13","towing","10","vehicle-transport","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-LA-BASE|US-CA-TOW","US-CA-ARD|US-FMCSA-MOVER","G-NIST-IAL,G-W3C-VC,US-BAR-ARD,US-BAR-LOOKUP,US-DMV-CDL,US-DMV-MCP,US-DMV-TTD,US-FMCSA-AUTH,US-FMCSA-MOVER,US-LA-BTRC,US-LA-TOW","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:towing:breakdown-tow","13","towing","22","breakdown-tow","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-LA-BASE|US-CA-TOW","US-CA-ARD|US-FMCSA-MOVER","G-NIST-IAL,G-W3C-VC,US-BAR-ARD,US-BAR-LOOKUP,US-DMV-CDL,US-DMV-MCP,US-DMV-TTD,US-FMCSA-AUTH,US-FMCSA-MOVER,US-LA-BTRC,US-LA-TOW","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:towing:accident-tow","13","towing","46","accident-tow","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-LA-BASE|US-CA-TOW","US-CA-ARD|US-FMCSA-MOVER","G-NIST-IAL,G-W3C-VC,US-BAR-ARD,US-BAR-LOOKUP,US-DMV-CDL,US-DMV-MCP,US-DMV-TTD,US-FMCSA-AUTH,US-FMCSA-MOVER,US-LA-BTRC,US-LA-TOW","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:courier:moto-courier","14","courier","23","moto-courier","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-LA-BASE|US-CA-MCP","US-FMCSA-MOVER","G-NIST-IAL,G-W3C-VC,US-DMV-CDL,US-DMV-MCP,US-FMCSA-AUTH,US-FMCSA-MOVER,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:courier:parcel-courier","14","courier","35","parcel-courier","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-LA-BASE|US-CA-MCP","US-FMCSA-MOVER","G-NIST-IAL,G-W3C-VC,US-DMV-CDL,US-DMV-MCP,US-FMCSA-AUTH,US-FMCSA-MOVER,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:courier:scheduled-delivery","14","courier","47","scheduled-delivery","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-LA-BASE|US-CA-MCP","US-FMCSA-MOVER","G-NIST-IAL,G-W3C-VC,US-DMV-CDL,US-DMV-MCP,US-FMCSA-AUTH,US-FMCSA-MOVER,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:courier:document-courier","14","courier","58","document-courier","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-LA-BASE|US-CA-MCP","US-FMCSA-MOVER","G-NIST-IAL,G-W3C-VC,US-DMV-CDL,US-DMV-MCP,US-FMCSA-AUTH,US-FMCSA-MOVER,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:roadside:battery-jump","15","roadside","11","battery-jump","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-LA-BASE|US-CA-ROAD-BASIC","US-CA-TOW","G-NIST-IAL,G-W3C-VC,US-DMV-CDL,US-DMV-MCP,US-DMV-TTD,US-LA-BTRC,US-LA-TOW","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:roadside:minor-repair","15","roadside","24","minor-repair","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-ARD|US-CA-LA-BASE|US-CA-ROAD-BASIC","US-CA-TOW","G-NIST-IAL,G-W3C-VC,US-BAR-ARD,US-BAR-LOOKUP,US-DMV-CDL,US-DMV-MCP,US-DMV-TTD,US-LA-BTRC,US-LA-TOW","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:roadside:fuel-delivery","15","roadside","36","fuel-delivery","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-LA-BASE|US-CA-ROAD-BASIC","US-CA-TOW","G-NIST-IAL,G-W3C-VC,US-DMV-CDL,US-DMV-MCP,US-DMV-TTD,US-LA-BTRC,US-LA-TOW","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:roadside:tire-change","15","roadside","59","tire-change","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-ARD|US-CA-LA-BASE|US-CA-ROAD-BASIC","US-CA-TOW","G-NIST-IAL,G-W3C-VC,US-BAR-ARD,US-BAR-LOOKUP,US-DMV-CDL,US-DMV-MCP,US-DMV-TTD,US-LA-BTRC,US-LA-TOW","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:home-repair:drywall-repair","60002","home-repair","12","drywall-repair","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-CONTRACTOR-CLASS|US-CA-HOME-REPAIR|US-CA-LA-BASE","US-CA-ASBESTOS|US-CA-C10|US-CA-C36|US-EPA-RRP","G-NIST-IAL,G-W3C-VC,US-BPC-7048,US-CSLB-CLASS,US-CSLB-TRIGGER,US-CSLB-VERIFY,US-DIR-ASBESTOS,US-EPA-RRP,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:home-repair:general-handyman","60002","home-repair","37","general-handyman","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-CONTRACTOR-CLASS|US-CA-HOME-REPAIR|US-CA-LA-BASE","US-CA-ASBESTOS|US-CA-C10|US-CA-C36|US-EPA-RRP","G-NIST-IAL,G-W3C-VC,US-BPC-7048,US-CSLB-CLASS,US-CSLB-TRIGGER,US-CSLB-VERIFY,US-DIR-ASBESTOS,US-EPA-RRP,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:home-repair:furniture-assembly","60002","home-repair","48","furniture-assembly","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-CONTRACTOR-CLASS|US-CA-HOME-REPAIR|US-CA-LA-BASE","US-CA-ASBESTOS|US-CA-C10|US-CA-C36|US-EPA-RRP","G-NIST-IAL,G-W3C-VC,US-BPC-7048,US-CSLB-CLASS,US-CSLB-TRIGGER,US-CSLB-VERIFY,US-DIR-ASBESTOS,US-EPA-RRP,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:home-repair:door-window-repair","60002","home-repair","60","door-window-repair","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-CONTRACTOR-CLASS|US-CA-HOME-REPAIR|US-CA-LA-BASE","US-CA-ASBESTOS|US-CA-C10|US-CA-C36|US-EPA-RRP","G-NIST-IAL,G-W3C-VC,US-BPC-7048,US-CSLB-CLASS,US-CSLB-TRIGGER,US-CSLB-VERIFY,US-DIR-ASBESTOS,US-EPA-RRP,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:automotive:tire-service","60003","automotive","13","tire-service","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-ARD|US-CA-LA-BASE","","G-NIST-IAL,G-W3C-VC,US-BAR-ARD,US-BAR-LOOKUP,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:automotive:vehicle-maintenance","60003","automotive","25","vehicle-maintenance","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-ARD|US-CA-LA-BASE","","G-NIST-IAL,G-W3C-VC,US-BAR-ARD,US-BAR-LOOKUP,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:automotive:vehicle-diagnostics","60003","automotive","49","vehicle-diagnostics","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-ARD|US-CA-LA-BASE","","G-NIST-IAL,G-W3C-VC,US-BAR-ARD,US-BAR-LOOKUP,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:automotive:auto-detailing","60003","automotive","61","auto-detailing","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-LA-BASE","US-CA-ARD","G-NIST-IAL,G-W3C-VC,US-BAR-ARD,US-BAR-LOOKUP,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:technology:smart-home-setup","60004","technology","14","smart-home-setup","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-APPLIANCE|US-CA-LA-BASE","US-CA-ALARM|US-CA-C10|US-CA-CONTRACTOR-CLASS","G-NIST-IAL,G-W3C-VC,US-BHGS-REPAIR,US-BPC-7048,US-BSIS-ALARM,US-BSIS-VERIFY,US-CSLB-CLASS,US-CSLB-TRIGGER,US-CSLB-VERIFY,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:technology:mobile-device-service","60004","technology","26","mobile-device-service","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-APPLIANCE|US-CA-LA-BASE","","G-NIST-IAL,G-W3C-VC,US-BHGS-REPAIR,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:technology:computer-service","60004","technology","38","computer-service","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-APPLIANCE|US-CA-LA-BASE","","G-NIST-IAL,G-W3C-VC,US-BHGS-REPAIR,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:technology:network-setup","60004","technology","50","network-setup","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-APPLIANCE|US-CA-LA-BASE","US-CA-ALARM|US-CA-C10|US-CA-CONTRACTOR-CLASS","G-NIST-IAL,G-W3C-VC,US-BHGS-REPAIR,US-BPC-7048,US-BSIS-ALARM,US-BSIS-VERIFY,US-CSLB-CLASS,US-CSLB-TRIGGER,US-CSLB-VERIFY,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:personal-care:nail-care","60005","personal-care","27","nail-care","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-LA-BASE|US-CA-PERSONAL","","G-NIST-IAL,G-W3C-VC,US-BC-LICENSE,US-BC-PSP,US-DCA-LOOKUP,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:personal-care:makeup","60005","personal-care","39","makeup","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-LA-BASE|US-CA-PERSONAL","","G-NIST-IAL,G-W3C-VC,US-BC-LICENSE,US-BC-PSP,US-DCA-LOOKUP,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:personal-care:massage","60005","personal-care","51","massage","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-LA-BASE|US-CA-MASSAGE","","G-NIST-IAL,G-W3C-VC,US-CAMTC,US-LA-BTRC,US-LA-TOW","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
"US-CA-LOS_ANGELES:personal-care:hair-care","60005","personal-care","62","hair-care","MAPPED_BLOCKED","CRITICAL","GLOBAL-EVIDENCE-CHAIN|GLOBAL-IDENTITY-ENTITY|GLOBAL-LOCAL-LAW-TEXT|US-CA-LA-BASE|US-CA-PERSONAL","","G-NIST-IAL,G-W3C-VC,US-BC-LICENSE,US-BC-PSP,US-DCA-LOOKUP,US-LA-BTRC","AI_RESEARCHED_UNVERIFIED","NOT_REVIEWED","NOT_IMPLEMENTED_OR_NOT_AUTHORIZED","BLOCKED","SELF_ASSERTED","NOT_REVIEWED","PENDING","BLOCKED_PENDING_GATES","CAPABILITY_BLOCKED"
