requirement_id,country,exact_jurisdiction,service_id,subservice_id,task_type,provider_operating_model,required_profile_conditions,residential_commercial_construction,work_type,required_credential_type,credential_subject,issuer_authority,exact_scope_category,validity_expiry_revocation,exemption_transition,source_id,source_status,connector_id,connector_status,risk_level,current_enforcement_state,decision,decision_reason,canonical_capability_id,canonical_capability_key,canonical_capability_display_name,canonical_capability_status,capability_definition_id,blocked_by_default,mapping_state,policy_source_state,policy_legal_state,policy_connector_state,policy_release_state,policy_translation_state,policy_data_residency_state,policy_sanctions_state
DE-BE-BERLIN-CAP-30,DE,DE-BE-BERLIN,14,UNKNOWN,tr.courier.national_courier,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,30,tr.courier.national_courier,Kurye & Evrak — Yurtiçi geniş kapsam dağıtım/kurye,draft,30030,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-31,DE,DE-BE-BERLIN,14,UNKNOWN,tr.courier.pedestrian_or_bicycle,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,31,tr.courier.pedestrian_or_bicycle,Kurye & Evrak — Yaya/bisikletli kurye,draft,30031,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-32,DE,DE-BE-BERLIN,60002,UNKNOWN,tr.furniture.assembly,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,32,tr.furniture.assembly,Mobilya & Montaj — Hazır mobilya/dekorasyon montajı,draft,30032,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-33,DE,DE-BE-BERLIN,60002,UNKNOWN,tr.furniture.wood_manufacturing,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,33,tr.furniture.wood_manufacturing,Mobilya & Montaj — Ahşap mobilya imalatı/imalat kapsamlı onarım,draft,30033,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-34,DE,DE-BE-BERLIN,60003,UNKNOWN,tr.automotive.mechanic,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,34,tr.automotive.mechanic,"Otomotiv / Motor Ustası — Motor/mekanik bakım, arıza tespit ve onarım",draft,30034,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-35,DE,DE-BE-BERLIN,60003,UNKNOWN,tr.automotive.electromechanic,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,35,tr.automotive.electromechanic,Otomotiv / Motor Ustası — Otomotiv elektrik/elektronik/elektromekanik,draft,30035,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-36,DE,DE-BE-BERLIN,60003,UNKNOWN,tr.automotive.tire,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,36,tr.automotive.tire,Otomotiv / Motor Ustası — Lastik/jant,draft,30036,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-37,DE,DE-BE-BERLIN,60003,UNKNOWN,tr.automotive.body_and_paint,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,37,tr.automotive.body_and_paint,Otomotiv / Motor Ustası — Gövde/kaporta/boya onarım,draft,30037,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-38,DE,DE-BE-BERLIN,60003,UNKNOWN,tr.automotive.authorized_service_claim,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,38,tr.automotive.authorized_service_claim,Otomotiv / Motor Ustası — Marka yetkili servis iddiası,draft,30038,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-30001,DE,DE-BE-BERLIN,UNKNOWN,UNKNOWN,towing,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,30001,towing,Çekici,draft,30039,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-30003,DE,DE-BE-BERLIN,UNKNOWN,UNKNOWN,courier,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,30003,courier,Kurye,draft,30040,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-30004,DE,DE-BE-BERLIN,UNKNOWN,UNKNOWN,roadside,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,30004,roadside,Yol Yardımı,draft,30041,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-60001,DE,DE-BE-BERLIN,3,4,tr-gold-cleaning-1-standart-ev-temizligi,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,60001,tr-gold-cleaning-1-standart-ev-temizligi,Temizlik — Standart ev temizliği,draft,30042,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-60002,DE,DE-BE-BERLIN,1,52,tr-gold-plumbing-1-s-hhi-tesisat-montaj-yeni-hat-armatur,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,60002,tr-gold-plumbing-1-s-hhi-tesisat-montaj-yeni-hat-armatur,Su Tesisatı — Sıhhi tesisat montajı / yeni hat / armatür,draft,30043,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-60003,DE,DE-BE-BERLIN,1,15,tr-gold-plumbing-2-bak-m-ar-za-onar-m,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,60003,tr-gold-plumbing-2-bak-m-ar-za-onar-m,Su Tesisatı — Bakım / arıza / onarım,draft,30044,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-60004,DE,DE-BE-BERLIN,UNKNOWN,UNKNOWN,tr-gold-plumbing-3-su-sayac-muhurlu-idare-ekipman,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,60004,tr-gold-plumbing-3-su-sayac-muhurlu-idare-ekipman,Su Tesisatı — Su sayacı / mühürlü-idare ekipmanı,draft,30045,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-60005,DE,DE-BE-BERLIN,2,1,tr-gold-electrical-1-konut-ic-tesisat-priz-anahtar-ayd-nlatma-ar-za,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,60005,tr-gold-electrical-1-konut-ic-tesisat-priz-anahtar-ayd-nlatma-ar-za,Elektrik — Konut iç tesisat / priz / anahtar / aydınlatma / arıza,draft,30046,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-60006,DE,DE-BE-BERLIN,2,3,tr-gold-electrical-2-pano-yeni-esasl-tesisat-proje-yetki-s-n-r-doguran-is,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,60006,tr-gold-electrical-2-pano-yeni-esasl-tesisat-proje-yetki-s-n-r-doguran-is,Elektrik — Pano / yeni-esaslı tesisat / proje-yetki sınırı doğuran iş,draft,30047,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-60007,DE,DE-BE-BERLIN,UNKNOWN,UNKNOWN,tr-gold-electrical-3-elektrik-sayac-muhurlu-dag-t-m-ekipman,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,60007,tr-gold-electrical-3-elektrik-sayac-muhurlu-dag-t-m-ekipman,Elektrik — Elektrik sayacı / mühürlü dağıtım ekipmanı,draft,30048,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-60008,DE,DE-BE-BERLIN,6,31,tr-gold-painting-1-ic-d-s-cephe-insaat-boyac-l-g,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,60008,tr-gold-painting-1-ic-d-s-cephe-insaat-boyac-l-g,Boya & Badana — İç/dış cephe inşaat boyacılığı,draft,30049,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-60009,DE,DE-BE-BERLIN,4,53,tr-gold-air_conditioning-1-filtre-d-s-temizlik-sogutucu-devreye-mudahale-yok,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,60009,tr-gold-air_conditioning-1-filtre-d-s-temizlik-sogutucu-devreye-mudahale-yok,Klima — Filtre/dış temizlik – soğutucu devreye müdahale yok,draft,30050,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-60010,DE,DE-BE-BERLIN,4,5,tr-gold-air_conditioning-2-montaj-demontaj-servis,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,60010,tr-gold-air_conditioning-2-montaj-demontaj-servis,Klima — Montaj / demontaj / servis,draft,30051,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-60011,DE,DE-BE-BERLIN,UNKNOWN,UNKNOWN,tr-gold-air_conditioning-3-sogutucu-gaz-devresi-vakum-sarj-geri-kazan-m-kacak,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,60011,tr-gold-air_conditioning-3-sogutucu-gaz-devresi-vakum-sarj-geri-kazan-m-kacak,Klima — Soğutucu gaz devresi / vakum / şarj / geri kazanım / kaçak,draft,30052,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-60012,DE,DE-BE-BERLIN,4,18,tr-gold-heating-1-s-tma-tesisat-bak-m-onar-m-servis,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,60012,tr-gold-heating-1-s-tma-tesisat-bak-m-onar-m-servis,Kombi & Isıtma — Isıtma tesisatı bakım-onarım/servis,draft,30053,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-60013,DE,DE-BE-BERLIN,4,30,tr-gold-heating-2-gaz-yak-c-cihaz-kombi-servis,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,60013,tr-gold-heating-2-gaz-yak-c-cihaz-kombi-servis,Kombi & Isıtma — Gaz yakıcı cihaz/kombi servis,draft,30054,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-60014,DE,DE-BE-BERLIN,1,40,tr-gold-heating-3-dogal-gaz-ic-tesisat-borulama-baglant-test-bak-m,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,60014,tr-gold-heating-3-dogal-gaz-ic-tesisat-borulama-baglant-test-bak-m,Kombi & Isıtma — Doğal gaz iç tesisat borulama/bağlantı/test/bakım,draft,30055,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-60015,DE,DE-BE-BERLIN,8,8,tr-gold-moving-1-yurtici-ticari-ev-ve-buro-esyas-tas-ma,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,60015,tr-gold-moving-1-yurtici-ticari-ev-ve-buro-esyas-tas-ma,Nakliyat — Yurtiçi ticari ev ve büro eşyası taşıma,draft,30056,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
DE-BE-BERLIN-CAP-60016,DE,DE-BE-BERLIN,8,21,tr-gold-moving-2-uluslararas-yurtici-ticari-ev-buro-esyas,UNKNOWN,PROFILE_INCOMPLETE; no Berlin requirement interpretation approved,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNBOUND_SOURCE_UNVERIFIED,SOURCE_UNVERIFIED,UNBOUND_CONNECTOR_PENDING,PENDING,UNKNOWN,CLEAR,BLOCKED,UNKNOWN_LEGAL_CREDENTIAL_SCOPE; PROFILE_INCOMPLETE; SOURCE_UNVERIFIED; CONNECTOR_PENDING; DRAFT_MACHINE; RELEASE_PENDING,60016,tr-gold-moving-2-uluslararas-yurtici-ticari-ev-buro-esyas,Nakliyat — Uluslararası + yurtiçi ticari ev/büro eşyası,draft,30057,1,MAPPED_BLOCKED,UNVERIFIED,PENDING,PENDING,PENDING,DRAFT_MACHINE,NOT_READY,UNKNOWN
